aadeldama, aadeldada, aadeldab, aadeldatakse, aadeldage, aadeldas, aadeldanud, aadeldatud
potitama, potitada, potitab, potitatakse, potitage, potitas, potitanud, potitatud
põtkama, põtkata, põtkab, põtkatakse, põtkake, põtkas, põtkanud, põtkatud
põtkima, põtkida, põtkib, põtkitakse, põtkige, põtkis, põtkinud, põtkitud
potsama, potsata, potsab, potsatakse, potsake, potsas, potsanud, potsatud
potsatama, potsatada, potsatab, potsatatakse, potsatage, potsatas, potsatanud, potsatatud
praadima, praadida, praeb, praetakse, praadige, praadis, praadinud, praetud
praakima, praakida, praagib, praagitakse, praakige, praakis, praakinud, praagitud
prääksatama, prääksatada, prääksatab, prääksatatakse, prääksatage, prääksatas, prääksatanud, prääksatatud
prääksuma, prääksuda, prääksub, prääksutakse, prääksuge, prääksus, prääksunud, prääksutud
praalima, praalida, praalib, praalitakse, praalige, praalis, praalinud, praalitud
pragama, pragada, pragab, pragatakse, pragage, pragas, praganud, pragatud
pragisema, pragiseda, pragiseb, pragisetakse, pragisege, pragises, pragisenud, pragisetud
pragistama, pragistada, pragistab, pragistatakse, pragistage, pragistas, pragistanud, pragistatud
pragunema, praguneda, praguneb, pragunetakse, pragunege, pragunes, pragunenud, pragunetud
prahtima, prahtida, prahib, prahitakse, prahtige, prahtis, prahtinud, prahitud
prahvama, prahvata, prahvab, prahvatakse, prahvake, prahvas, prahvanud, prahvatud
prahvatama, prahvatada, prahvatab, prahvatatakse, prahvatage, prahvatas, prahvatanud, prahvatatud
praksatama, praksatada, praksatab, praksatatakse, praksatage, praksatas, praksatanud, praksatatud
praksuma, praksuda, praksub, praksutakse, praksuge, praksus, praksunud, praksutud
praktiseerima, praktiseerida, praktiseerib, praktiseeritakse, praktiseerige, praktiseeris, praktiseerinud, praktiseeritud
prantsatama, prantsatada, prantsatab, prantsatatakse, prantsatage, prantsatas, prantsatanud, prantsatatud
praotama, praotada, praotab, praotatakse, praotage, praotas, praotanud, praotatud
praotuma, praotuda, praotub, praotutakse, praotuge, praotus, praotunud, praotutud
prassima, prassida, prassib, prassitakse, prassige, prassis, prassinud, prassitud
predisponeerima, predisponeerida, predisponeerib, predisponeeritakse, predisponeerige, predisponeeris, predisponeerinud, predisponeeritud
premeerima, premeerida, premeerib, premeeritakse, premeerige, premeeris, premeerinud, premeeritud
prepareerima, prepareerida, prepareerib, prepareeritakse, prepareerige, prepareeris, prepareerinud, prepareeritud
presenteerima, presenteerida, presenteerib, presenteeritakse, presenteerige, presenteeris, presenteerinud, presenteeritud
preserveerima, preserveerida, preserveerib, preserveeritakse, preserveerige, preserveeris, preserveerinud, preserveeritud
presideerima, presideerida, presideerib, presideeritakse, presideerige, presideeris, presideerinud, presideeritud
pressima, pressida, pressib, pressitakse, pressige, pressis, pressinud, pressitud
pretendeerima, pretendeerida, pretendeerib, pretendeeritakse, pretendeerige, pretendeeris, pretendeerinud, pretendeeritud
pretsiseerima, pretsiseerida, pretsiseerib, pretsiseeritakse, pretsiseerige, pretsiseeris, pretsiseerinud, pretsiseeritud
prevaleerima, prevaleerida, prevaleerib, prevaleeritakse, prevaleerige, prevaleeris, prevaleerinud, prevaleeritud
prigisema, prigiseda, prigiseb, prigisetakse, prigisege, prigises, prigisenud, prigisetud
priiskama, priisata, priiskab, priisatakse, priisake, priiskas, priisanud, priisatud
printima, printida, prindib, prinditakse, printige, printis, printinud, prinditud
prioriseerima, prioriseerida, prioriseerib, prioriseeritakse, prioriseerige, prioriseeris, prioriseerinud, prioriseeritud
priskenema, priskeneda, priskeneb, priskenetakse, priskenege, priskenes, priskenenud, priskenetud
pritsima, pritsida, pritsib, pritsitakse, pritsige, pritsis, pritsinud, pritsitud
pritsuma, pritsuda, pritsub, pritsutakse, pritsuge, pritsus, pritsunud, pritsutud
privatiseerima, privatiseerida, privatiseerib, privatiseeritakse, privatiseerige, privatiseeris, privatiseerinud, privatiseeritud
priviligeerima, priviligeerida, priviligeerib, priviligeeritakse, priviligeerige, priviligeeris, priviligeerinud, priviligeeritud
probleemitsema, probleemitseda, probleemitseb, probleemitsetakse, probleemitsege, probleemitses, probleemitsenud, probleemitsetud
produtseerima, produtseerida, produtseerib, produtseeritakse, produtseerige, produtseeris, produtseerinud, produtseeritud
profaneerima, profaneerida, profaneerib, profaneeritakse, profaneerige, profaneeris, profaneerinud, profaneeritud
profiilima, profiilida, profiilib, profiilitakse, profiilige, profiilis, profiilinud, profiilitud
profileerima, profileerida, profileerib, profileeritakse, profileerige, profileeris, profileerinud, profileeritud
prõgisema, prõgiseda, prõgiseb, prõgisetakse, prõgisege, prõgises, prõgisenud, prõgisetud
prõgistama, prõgistada, prõgistab, prõgistatakse, prõgistage, prõgistas, prõgistanud, prõgistatud
prognoosima, prognoosida, prognoosib, prognoositakse, prognoosige, prognoosis, prognoosinud, prognoositud
programmeerima, programmeerida, programmeerib, programmeeritakse, programmeerige, programmeeris, programmeerinud, programmeeritud
programmima, programmida, programmib, programmitakse, programmige, programmis, programminud, programmitud
progresseeruma, progresseeruda, progresseerub, progresseerutakse, progresseeruge, progresseerus, progresseerunud, progresseerutud
projekteerima, projekteerida, projekteerib, projekteeritakse, projekteerige, projekteeris, projekteerinud, projekteeritud
projitseerima, projitseerida, projitseerib, projitseeritakse, projitseerige, projitseeris, projitseerinud, projitseeritud
projitseeruma, projitseeruda, projitseerub, projitseerutakse, projitseeruge, projitseerus, projitseerunud, projitseerutud
proklameerima, proklameerida, proklameerib, proklameeritakse, proklameerige, proklameeris, proklameerinud, proklameeritud
prõksatama, prõksatada, prõksatab, prõksatatakse, prõksatage, prõksatas, prõksatanud, prõksatatud
prõksuma, prõksuda, prõksub, prõksutakse, prõksuge, prõksus, prõksunud, prõksutud
prõksutama, prõksutada, prõksutab, prõksutatakse, prõksutage, prõksutas, prõksutanud, prõksutatud
proletariseerima, proletariseerida, proletariseerib, proletariseeritakse, proletariseerige, proletariseeris, proletariseerinud, proletariseeritud
proletariseeruma, proletariseeruda, proletariseerub, proletariseerutakse, proletariseeruge, proletariseerus, proletariseerunud, proletariseerutud
prõmatama, prõmatada, prõmatab, prõmatatakse, prõmatage, prõmatas, prõmatanud, prõmatatud
promeneerima, promeneerida, promeneerib, promeneeritakse, promeneerige, promeneeris, promeneerinud, promeneeritud
prõmmima, prõmmida, prõmmib, prõmmitakse, prõmmige, prõmmis, prõmminud, prõmmitud
prõmmutama, prõmmutada, prõmmutab, prõmmutatakse, prõmmutage, prõmmutas, prõmmutanud, prõmmutatud
promoveerima, promoveerida, promoveerib, promoveeritakse, promoveerige, promoveeris, promoveerinud, promoveeritud
prõntsatama, prõntsatada, prõntsatab, prõntsatatakse, prõntsatage, prõntsatas, prõntsatanud, prõntsatatud
pröökama, pröögata, pröökab, pröögatakse, pröögake, pröökas, prööganud, pröögatud
proovima, proovida, proovib, proovitakse, proovige, proovis, proovinud, proovitud
propageerima, propageerida, propageerib, propageeritakse, propageerige, propageeris, propageerinud, propageeritud
proponeerima, proponeerida, proponeerib, proponeeritakse, proponeerige, proponeeris, proponeerinud, proponeeritud
proportsioneerima, proportsioneerida, proportsioneerib, proportsioneeritakse, proportsioneerige, proportsioneeris, proportsioneerinud, proportsioneeritud
proskribeerima, proskribeerida, proskribeerib, proskribeeritakse, proskribeerige, proskribeeris, proskribeerinud, proskribeeritud
prostitueerima, prostitueerida, prostitueerib, prostitueeritakse, prostitueerige, prostitueeris, prostitueerinud, prostitueeritud
proteesima, proteesida, proteesib, proteesitakse, proteesige, proteesis, proteesinud, proteesitud
protesteerima, protesteerida, protesteerib, protesteeritakse, protesteerige, protesteeris, protesteerinud, protesteeritud
protestima, protestida, protestib, protestitakse, protestige, protestis, protestinud, protestitud
protežeerima, protežeerida, protežeerib, protežeeritakse, protežeerige, protežeeris, protežeerinud, protežeeritud
protokollima, protokollida, protokollib, protokollitakse, protokollige, protokollis, protokollinud, protokollitud
protsessima, protsessida, protsessib, protsessitakse, protsessige, protsessis, protsessinud, protsessitud
provotseerima, provotseerida, provotseerib, provotseeritakse, provotseerige, provotseeris, provotseerinud, provotseeritud
prügitama, prügitada, prügitab, prügitatakse, prügitage, prügitas, prügitanud, prügitatud
prunditama, prunditada, prunditab, prunditatakse, prunditage, prunditas, prunditanud, prunditatud
pruntima, pruntida, prundib, prunditakse, pruntige, pruntis, pruntinud, prunditud
pruukima, pruukida, pruugib, pruugitakse, pruukige, pruukis, pruukinud, pruugitud
pruulima, pruulida, pruulib, pruulitakse, pruulige, pruulis, pruulinud, pruulitud
pruunistama, pruunistada, pruunistab, pruunistatakse, pruunistage, pruunistas, pruunistanud, pruunistatud
pruunistuma, pruunistuda, pruunistub, pruunistutakse, pruunistuge, pruunistus, pruunistunud, pruunistutud
pruuskama, pruusata, pruuskab, pruusatakse, pruusake, pruuskas, pruusanud, pruusatud
psühhoanalüüsima, psühhoanalüüsida, psühhoanalüüsib, psühhoanalüüsitakse, psühhoanalüüsige, psühhoanalüüsis, psühhoanalüüsinud, psühhoanalüüsitud
psühhologiseerima, psühhologiseerida, psühhologiseerib, psühhologiseeritakse, psühhologiseerige, psühhologiseeris, psühhologiseerinud, psühhologiseeritud
psühholoogitsema, psühholoogitseda, psühholoogitseb, psühholoogitsetakse, psühholoogitsege, psühholoogitses, psühholoogitsenud, psühholoogitsetud
puänteerima, puänteerida, puänteerib, puänteeritakse, puänteerige, puänteeris, puänteerinud, puänteeritud
publitseerima, publitseerida, publitseerib, publitseeritakse, publitseerige, publitseeris, publitseerinud, publitseeritud
pudendama, pudendada, pudendab, pudendatakse, pudendage, pudendas, pudendanud, pudendatud
pudenema, pudeneda, pudeneb, pudenetakse, pudenege, pudenes, pudenenud, pudenetud
pudisema, pudiseda, pudiseb, pudisetakse, pudisege, pudises, pudisenud, pudisetud
pudistama, pudistada, pudistab, pudistatakse, pudistage, pudistas, pudistanud, pudistatud
pudrutama, pudrutada, pudrutab, pudrutatakse, pudrutage, pudrutas, pudrutanud, pudrutatud
pügama, pügada, pöab|pügab, pöetakse|pügatakse, pügage, pügas, püganud, pöetud|pügatud
pugema, pugeda, poeb, poetakse, pugege, puges, pugenud, poetud
pugima, pugida, pugib, pugitakse, pugige, pugis, puginud, pugitud
pugisema, pugiseda, pugiseb, pugisetakse, pugisege, pugises, pugisenud, pugisetud
pugistama, pugistada, pugistab, pugistatakse, pugistage, pugistas, pugistanud, pugistatud
puhastama, puhastada, puhastab, puhastatakse, puhastage, puhastas, puhastanud, puhastatud
puhastuma, puhastuda, puhastub, puhastutakse, puhastuge, puhastus, puhastunud, puhastutud
pühendama, pühendada, pühendab, pühendatakse, pühendage, pühendas, pühendanud, pühendatud
pühenduma, pühenduda, pühendub, pühendutakse, pühenduge, pühendus, pühendunud, pühendutud
püherdama, püherdada, püherdab, püherdatakse, püherdage, püherdas, püherdanud, püherdatud
puhetama, puhetada, puhetab, puhetatakse, puhetage, puhetas, puhetanud, puhetatud
puhetuma, puhetuda, puhetub, puhetutakse, puhetuge, puhetus, puhetunud, puhetutud
puhisema, puhiseda, puhiseb, puhisetakse, puhisege, puhises, puhisenud, puhisetud
puhistama, puhistada, puhistab, puhistatakse, puhistage, puhistas, puhistanud, puhistatud
pühitsema, pühitseda, pühitseb, pühitsetakse, pühitsege, pühitses, pühitsenud, pühitsetud
puhituma, puhituda, puhitub, puhitutakse, puhituge, puhitus, puhitunud, puhitutud
puhkama, puhata, puhkab, puhatakse, puhake, puhkas, puhanud, puhatud
puhkema, puhkeda, puhkeb, puhketakse, puhkege, puhkes, puhkenud, puhketud
puhkima, puhkida, puhib, puhitakse, puhkige, puhkis, puhkinud, puhitud
pühkima, pühkida, pühib, pühitakse, pühkige, pühkis, pühkinud, pühitud
puhtima, puhtida, puhib, puhitakse, puhtige, puhtis, puhtinud, puhitud
puhuma, puhuda, puhub, puhutakse, puhuge, puhus, puhunud, puhutud
puhverdama, puhverdada, puhverdab, puhverdatakse, puhverdage, puhverdas, puhverdanud, puhverdatud
puiklema, puigelda, puikleb, puigeldakse, puigelge, puikles, puigelnud, puigeldud
puistama, puistata, puistab, puistatakse, puistake, puistas, puistanud, puistatud
puituma, puituda, puitub, puitutakse, puituge, puitus, puitunud, puitutud
pukseerima, pukseerida, pukseerib, pukseeritakse, pukseerige, pukseeris, pukseerinud, pukseeritud
puksima, puksida, puksib, puksitakse, puksige, puksis, puksinud, puksitud
puksuma, puksuda, puksub, puksutakse, puksuge, puksus, puksunud, puksutud
pulbitsema, pulbitseda, pulbitseb, pulbitsetakse, pulbitsege, pulbitses, pulbitsenud, pulbitsetud
pulbristama, pulbristada, pulbristab, pulbristatakse, pulbristage, pulbristas, pulbristanud, pulbristatud
pullima, pullida, pullib, pullitakse, pullige, pullis, pullinud, pullitud
pulmitama, pulmitada, pulmitab, pulmitatakse, pulmitage, pulmitas, pulmitanud, pulmitatud
pulseerima, pulseerida, pulseerib, pulseeritakse, pulseerige, pulseeris, pulseerinud, pulseeritud
pulstuma, pulstuda, pulstub, pulstutakse, pulstuge, pulstus, pulstunud, pulstutud
pulveriseerima, pulveriseerida, pulveriseerib, pulveriseeritakse, pulveriseerige, pulveriseeris, pulveriseerinud, pulveriseeritud
pummeldama, pummeldada, pummeldab, pummeldatakse, pummeldage, pummeldas, pummeldanud, pummeldatud
pumpama, pumbata, pumpab, pumbatakse, pumbake, pumpas, pumbanud, pumbatud
punama, punada, punab, punatakse, punage, punas, punanud, punatud
punastama, punastada, punastab, punastatakse, punastage, punastas, punastanud, punastatud
punduma, punduda, pundub, pundutakse, punduge, pundus, pundunud, pundutud
punetama, punetada, punetab, punetatakse, punetage, punetas, punetanud, punetatud
pungitama, pungitada, pungitab, pungitatakse, pungitage, pungitas, pungitanud, pungitatud
pungituma, pungituda, pungitub, pungitutakse, pungituge, pungitus, pungitunud, pungitutud
punguma, punguda, pungub, pungutakse, punguge, pungus, pungunud, pungutud
punkteerima, punkteerida, punkteerib, punkteeritakse, punkteerige, punkteeris, punkteerinud, punkteeritud
punnima, punnida, punnib, punnitakse, punnige, punnis, punninud, punnitud
punnitama, punnitada, punnitab, punnitatakse, punnitage, punnitas, punnitanud, punnitatud
punsuma, punsuda, punsub, punsutakse, punsuge, punsus, punsunud, punsutud
punuma, punuda, punub, punutakse, punuge, punus, pununud, punutud
puperdama, puperdada, puperdab, puperdatakse, puperdage, puperdas, puperdanud, puperdatud
püreestama, püreestada, püreestab, püreestatakse, püreestage, püreestas, püreestanud, püreestatud
purelema, purelda|pureleda, pureleb, pureldakse|pureletakse, purelge|purelege, pureles, purelnud|purelenud, pureldud|pureletud
purema, pureda, pureb, puretakse, purege, pures, purenud, puretud
pürgima, pürgida, pürgib|pürib, pürgitakse|püritakse, pürgige, pürgis, pürginud, pürgitud|püritud
purifitseerima, purifitseerida, purifitseerib, purifitseeritakse, purifitseerige, purifitseeris, purifitseerinud, purifitseeritud
purisema, puriseda, puriseb, purisetakse, purisege, purises, purisenud, purisetud
puristama, puristada, puristab, puristatakse, puristage, puristas, puristanud, puristatud
purjetama, purjetada, purjetab, purjetatakse, purjetage, purjetas, purjetanud, purjetatud
purjutama, purjutada, purjutab, purjutatakse, purjutage, purjutas, purjutanud, purjutatud
pürolüüsima, pürolüüsida, pürolüüsib, pürolüüsitakse, pürolüüsige, pürolüüsis, pürolüüsinud, pürolüüsitud
pursatama, pursatada, pursatab, pursatatakse, pursatage, pursatas, pursatanud, pursatatud
purskama, pursata, purskab, pursatakse, pursake, purskas, pursanud, pursatud
purskuma, purskuda, purskub, purskutakse, purskuge, purskus, purskunud, purskutud
purssima, purssida, pursib, pursitakse, purssige, purssis, purssinud, pursitud
purunema, puruneda, puruneb, purunetakse, purunege, purunes, purunenud, purunetud
purustama, purustada, purustab, purustatakse, purustage, purustas, purustanud, purustatud
puselema, puselda|puseleda, puseleb, puseldakse|puseletakse, puselge|puselege, puseles, puselnud|puselenud, puseldud|puseletud
pusima, pusida, pusib, pusitakse, pusige, pusis, pusinud, pusitud
püsima, püsida, püsib, püsitakse, püsige, püsis, püsinud, püsitud
puskama, pusata, puskab, pusatakse, pusake, puskas, pusanud, pusatud
puskima, puskida, pusib, pusitakse, puskige, puskis, puskinud, pusitud
pusserdama, pusserdada, pusserdab, pusserdatakse, pusserdage, pusserdas, pusserdanud, pusserdatud
pussitama, pussitada, pussitab, pussitatakse, pussitage, pussitas, pussitanud, pussitatud
