aasima, aasida, aasib, aasitakse, aasige, aasis, aasinud, aasitud
nukrustuma, nukrustuda, nukrustub, nukrustutakse, nukrustuge, nukrustus, nukrustunud, nukrustutud
nukrutsema, nukrutseda, nukrutseb, nukrutsetakse, nukrutsege, nukrutses, nukrutsenud, nukrutsetud
nuplema, nupelda, nupleb, nupeldakse, nupelge, nuples, nupelnud, nupeldud
nuppuma, nuppuda, nuppub, nupputakse, nuppuge, nuppus, nuppunud, nupputud
nuratama, nuratada, nuratab, nuratatakse, nuratage, nuratas, nuratanud, nuratatud
nurisema, nuriseda, nuriseb, nurisetakse, nurisege, nurises, nurisenud, nurisetud
nurjuma, nurjuda, nurjub, nurjutakse, nurjuge, nurjus, nurjunud, nurjutud
nurklema, nurgelda, nurkleb, nurgeldakse, nurgelge, nurkles, nurgelnud, nurgeldud
nurruma, nurruda, nurrub, nurrutakse, nurruge, nurrus, nurrunud, nurrutud
nuruma, nuruda, nurub, nurutakse, nuruge, nurus, nurunud, nurutud
nuuksatama, nuuksatada, nuuksatab, nuuksatatakse, nuuksatage, nuuksatas, nuuksatanud, nuuksatatud
nuuksuma, nuuksuda, nuuksub, nuuksutakse, nuuksuge, nuuksus, nuuksunud, nuuksutud
nuumuma, nuumuda, nuumub, nuumutakse, nuumuge, nuumus, nuumunud, nuumutud
nuusutama, nuusutada, nuusutab, nuusutatakse, nuusutage, nuusutas, nuusutanud, nuusutatud
nuutsatama, nuutsatada, nuutsatab, nuutsatatakse, nuutsatage, nuutsatas, nuutsatanud, nuutsatatud
nuutsuma, nuutsuda, nuutsub, nuutsutakse, nuutsuge, nuutsus, nuutsunud, nuutsutud
näbrastama, näbrastada, näbrastab, näbrastatakse, näbrastage, näbrastas, näbrastanud, näbrastatud
nägema, näha, näeb, nähakse, nähke, nägi, näinud, nähtud
nägelema, nägelda|nägeleda, nägeleb, nägeldakse|nägeletakse, nägelge|nägelege, nägeles, nägelnud|nägelenud, nägeldud|nägeletud
nägima, nägida, nägib, nägitakse, nägige, nägis, näginud, nägitud
nägurdama, nägurdada, nägurdab, nägurdatakse, nägurdage, nägurdas, nägurdanud, nägurdatud
nähtuma, nähtuda, nähtub, nähtutakse, nähtuge, nähtus, nähtunud, nähtutud
nähvama, nähvata, nähvab, nähvatakse, nähvake, nähvas, nähvanud, nähvatud
näima, näida, näib, näidakse, näige, näis, näinud, näidud
näitama, näidata, näitab, näidatakse, näidake, näitas, näidanud, näidatud
näituma, näituda, näitub, näitutakse, näituge, näitus, näitunud, näitutud
näkkama, näkata, näkkab, näkatakse, näkake, näkkas, näkanud, näkatud
näpistama, näpistada, näpistab, näpistatakse, näpistage, näpistas, näpistanud, näpistatud
närbima, närbida, närbib, närbitakse, närbige, närbis, närbinud, närbitud
närbuma, närbuda, närbub, närbutakse, närbuge, närbus, närbunud, närbutud
närima, närida, närib, näritakse, närige, näris, närinud, näritud
närtsima, närtsida, närtsib, närtsitakse, närtsige, närtsis, närtsinud, närtsitud
närunema, näruneda, näruneb, närunetakse, närunege, närunes, närunenud, närunetud
närustuma, närustuda, närustub, närustutakse, närustuge, närustus, närustunud, närustutud
närvastuma, närvastuda, närvastub, närvastutakse, närvastuge, närvastus, närvastunud, närvastutud
närveerima, närveerida, närveerib, närveeritakse, närveerige, närveeris, närveerinud, närveeritud
närveldama, närveldada, närveldab, närveldatakse, närveldage, närveldas, närveldanud, närveldatud
närvetuma, närvetuda, närvetub, närvetutakse, närvetuge, närvetus, närvetunud, närvetutud
närvitsema, närvitseda, närvitseb, närvitsetakse, närvitsege, närvitses, närvitsenud, närvitsetud
närvlema, närvelda, närvleb, närveldakse, närvelge, närvles, närvelnud, närveldud
nätsatama, nätsatada, nätsatab, nätsatatakse, nätsatage, nätsatas, nätsatanud, nätsatatud
nätskuma, nätskuda, nätskub, nätskutakse, nätskuge, nätskus, nätskunud, nätskutud
nätsuma, nätsuda, nätsub, nätsutakse, nätsuge, nätsus, nätsunud, nätsutud
näugatama, näugatada, näugatab, näugatatakse, näugatage, näugatas, näugatanud, näugatatud
näuksatama, näuksatada, näuksatab, näuksatatakse, näuksatage, näuksatas, näuksatanud, näuksatatud
näuksuma, näuksuda, näuksub, näuksutakse, näuksuge, näuksus, näuksunud, näuksutud
nääklema, näägelda, nääkleb, näägeldakse, näägelge, nääkles, näägelnud, näägeldud
nääksatama, nääksatada, nääksatab, nääksatatakse, nääksatage, nääksatas, nääksatanud, nääksatatud
näändima, näändida, näändib, näänditakse, näändige, näändis, näändinud, näänditud
nördima, nördida, nördib, nörditakse, nördige, nördis, nördinud, nörditud
nöörduma, nöörduda, nöördub, nöördutakse, nöörduge, nöördus, nöördunud, nöördutud
nüansseeruma, nüansseeruda, nüansseerub, nüansseerutakse, nüansseeruge, nüansseerus, nüansseerunud, nüansseerutud
nühkima, nühkida, nühib, nühitakse, nühkige, nühkis, nühkinud, nühitud
nühkuma, nühkuda, nühkub, nühkutakse, nühkuge, nühkus, nühkunud, nühkutud
nürinema, nürineda, nürineb, nürinetakse, nürinege, nürines, nürinenud, nürinetud
nüristuma, nüristuda, nüristub, nüristutakse, nüristuge, nüristus, nüristunud, nüristutud
objektiveeruma, objektiveeruda, objektiveerub, objektiveerutakse, objektiveeruge, objektiveerus, objektiveerunud, objektiveerutud
oblitereeruma, oblitereeruda, oblitereerub, oblitereerutakse, oblitereeruge, oblitereerus, oblitereerunud, oblitereerutud
odavnema, odavneda, odavneb, odavnetakse, odavnege, odavnes, odavnenud, odavnetud
ohatama, ohatada, ohatab, ohatatakse, ohatage, ohatas, ohatanud, ohatatud
ohatuma, ohatuda, ohatub, ohatutakse, ohatuge, ohatus, ohatunud, ohatutud
ohhetama, ohhetada, ohhetab, ohhetatakse, ohhetage, ohhetas, ohhetanud, ohhetatud
ohklema, ohelda, ohkleb, oheldakse, ohelge, ohkles, ohelnud, oheldud
ohootama, ohootada, ohootab, ohootatakse, ohootage, ohootas, ohootanud, ohootatud
ohtuma, ohtuda, ohtub, ohtutakse, ohtuge, ohtus, ohtunud, ohtutud
ohverdama, ohverdada, ohverdab, ohverdatakse, ohverdage, ohverdas, ohverdanud, ohverdatud
ohverduma, ohverduda, ohverdub, ohverdutakse, ohverduge, ohverdus, ohverdunud, ohverdutud
oiatama, oiatada, oiatab, oiatatakse, oiatage, oiatas, oiatanud, oiatatud
oigama, oiata, oigab, oiatakse, oiake, oigas, oianud, oiatud
oiglema, oigelda, oigleb, oigeldakse, oigelge, oigles, oigelnud, oigeldud
oimetuma, oimetuda, oimetub, oimetutakse, oimetuge, oimetus, oimetunud, oimetutud
oimitsema, oimitseda, oimitseb, oimitsetakse, oimitsege, oimitses, oimitsenud, oimitsetud
oistuma, oistuda, oistub, oistutakse, oistuge, oistus, oistunud, oistutud
oiutama, oiutada, oiutab, oiutatakse, oiutage, oiutas, oiutanud, oiutatud
okastuma, okastuda, okastub, okastutakse, okastuge, okastus, okastunud, okastutud
okludeeruma, okludeeruda, okludeerub, okludeerutakse, okludeeruge, okludeerus, okludeerunud, okludeerutud
oksüdeeruma, oksüdeeruda, oksüdeerub, oksüdeerutakse, oksüdeeruge, oksüdeerus, oksüdeerunud, oksüdeerutud
olema, olla, on, ollakse, olge, oli, olnud, oldud
olelema, olelda|oleleda, oleleb, oleldakse|oleletakse, olelge|olelege, oleles, olelnud|olelenud, oleldud|oleletud
olenema, oleneda, oleneb, olenetakse, olenege, olenes, olenenud, olenetud
olesklema, oleskleda, oleskleb, oleskletakse, olesklege, oleskles, olesklenud, oleskletud
oletama, oletada, oletab, oletatakse, oletage, oletas, oletanud, oletatud
oletsema, oletseda, oletseb, oletsetakse, oletsege, oletses, oletsenud, oletsetud
omandama, omandada, omandab, omandatakse, omandage, omandas, omandanud, omandatud
omanema, omaneda, omaneb, omanetakse, omanege, omanes, omanenud, omanetud
omapäratsema, omapäratseda, omapäratseb, omapäratsetakse, omapäratsege, omapäratses, omapäratsenud, omapäratsetud
omavolitsema, omavolitseda, omavolitseb, omavolitsetakse, omavolitsege, omavolitses, omavolitsenud, omavolitsetud
omistama, omistada, omistab, omistatakse, omistage, omistas, omistanud, omistatud
ootama, oodata, ootab, oodatakse, oodake, ootas, oodanud, oodatud
opteeruma, opteeruda, opteerub, opteerutakse, opteeruge, opteerus, opteerunud, opteerutud
orastuma, orastuda, orastub, orastutakse, orastuge, orastus, orastunud, orastutud
organiseerima, organiseerida, organiseerib, organiseeritakse, organiseerige, organiseeris, organiseerinud, organiseeritud
organiseeruma, organiseeruda, organiseerub, organiseerutakse, organiseeruge, organiseerus, organiseerunud, organiseerutud
orienteerima, orienteerida, orienteerib, orienteeritakse, orienteerige, orienteeris, orienteerinud, orienteeritud
orienteeruma, orienteeruda, orienteerub, orienteerutakse, orienteeruge, orienteerus, orienteerunud, orienteerutud
originaalitsema, originaalitseda, originaalitseb, originaalitsetakse, originaalitsege, originaalitses, originaalitsenud, originaalitsetud
osalema, osaleda, osaleb, osaletakse, osalege, osales, osalenud, osaletud
osanema, osaneda, osaneb, osanetakse, osanege, osanes, osanenud, osanetud
oskama, osata, oskab, osatakse, osake, oskas, osanud, osatud
osoneeruma, osoneeruda, osoneerub, osoneerutakse, osoneeruge, osoneerus, osoneerunud, osoneerutud
ostma, osta, ostab, ostetakse, ostke, ostis, ostnud, ostetud
osutama, osutada, osutab, osutatakse, osutage, osutas, osutanud, osutatud
osutuma, osutuda, osutub, osututakse, osutuge, osutus, osutunud, osututud
otsima, otsida, otsib, otsitakse, otsige, otsis, otsinud, otsitud
otsustama, otsustada, otsustab, otsustatakse, otsustage, otsustas, otsustanud, otsustatud
otsustuma, otsustuda, otsustub, otsustutakse, otsustuge, otsustus, otsustunud, otsustutud
õelutsema, õelutseda, õelutseb, õelutsetakse, õelutsege, õelutses, õelutsenud, õelutsetud
õgvenema, õgveneda, õgveneb, õgvenetakse, õgvenege, õgvenes, õgvenenud, õgvenetud
õhenema, õheneda, õheneb, õhenetakse, õhenege, õhenes, õhenenud, õhenetud
õhkuma, õhkuda, õhkub, õhkutakse, õhkuge, õhkus, õhkunud, õhkutud
õhutama, õhutada, õhutab, õhutatakse, õhutage, õhutas, õhutanud, õhutatud
õiduma, õiduda, õidub, õidutakse, õiduge, õidus, õidunud, õidutud
õiendama, õiendada, õiendab, õiendatakse, õiendage, õiendas, õiendanud, õiendatud
õigenema, õigeneda, õigeneb, õigenetakse, õigenege, õigenes, õigenenud, õigenetud
õigustama, õigustada, õigustab, õigustatakse, õigustage, õigustas, õigustanud, õigustatud
õigustuma, õigustuda, õigustub, õigustutakse, õigustuge, õigustus, õigustunud, õigustutud
õilmitsema, õilmitseda, õilmitseb, õilmitsetakse, õilmitsege, õilmitses, õilmitsenud, õilmitsetud
õitsema, õitseda, õitseb, õitsetakse, õitsege, õitses, õitsenud, õitsetud
õngitsema, õngitseda, õngitseb, õngitsetakse, õngitsege, õngitses, õngitsenud, õngitsetud
õnnestama, õnnestada, õnnestab, õnnestatakse, õnnestage, õnnestas, õnnestanud, õnnestatud
õnnitlema, õnnitleda, õnnitleb, õnnitletakse, õnnitlege, õnnitles, õnnitlenud, õnnitletud
õrritama, õrritada, õrritab, õrritatakse, õrritage, õrritas, õrritanud, õrritatud
õrrituma, õrrituda, õrritub, õrritutakse, õrrituge, õrritus, õrritunud, õrritutud
õõnduma, õõnduda, õõndub, õõndutakse, õõnduge, õõndus, õõndunud, õõndutud
õõnestama, õõnestada, õõnestab, õõnestatakse, õõnestage, õõnestas, õõnestanud, õõnestatud
õõtsatama, õõtsatada, õõtsatab, õõtsatatakse, õõtsatage, õõtsatas, õõtsatanud, õõtsatatud
õõtsuma, õõtsuda, õõtsub, õõtsutakse, õõtsuge, õõtsus, õõtsunud, õõtsutud
õõtsutama, õõtsutada, õõtsutab, õõtsutatakse, õõtsutage, õõtsutas, õõtsutanud, õõtsutatud
õpetama, õpetada, õpetab, õpetatakse, õpetage, õpetas, õpetanud, õpetatud
õrnlema, õrnelda, õrnleb, õrneldakse, õrnelge, õrnles, õrnelnud, õrneldud
õrnuma, õrnuda, õrnub, õrnutakse, õrnuge, õrnus, õrnunud, õrnutud
õrnutsema, õrnutseda, õrnutseb, õrnutsetakse, õrnutsege, õrnutses, õrnutsenud, õrnutsetud
paaduma, paaduda, paadub, paadutakse, paaduge, paadus, paadunud, paadutud
paagatama, paagatada, paagatab, paagatatakse, paagatage, paagatas, paagatanud, paagatatud
paagatuma, paagatuda, paagatub, paagatutakse, paagatuge, paagatus, paagatunud, paagatutud
paakuma, paakuda, paakub, paakutakse, paakuge, paakus, paakunud, paakutud
paanitsema, paanitseda, paanitseb, paanitsetakse, paanitsege, paanitses, paanitsenud, paanitsetud
paarduma, paarduda, paardub, paardutakse, paarduge, paardus, paardunud, paardutud
paarituma, paarituda, paaritub, paaritutakse, paarituge, paaritus, paaritunud, paaritutud
paaruma, paaruda, paarub, paarutakse, paaruge, paarus, paarunud, paarutud
paastuma, paastuda, paastub, paastutakse, paastuge, paastus, paastunud, paastutud
paatsima, paatsida, paatsib, paatsitakse, paatsige, paatsis, paatsinud, paatsitud
paatuma, paatuda, paatub, paatutakse, paatuge, paatus, paatunud, paatutud
pabistama, pabistada, pabistab, pabistatakse, pabistage, pabistas, pabistanud, pabistatud
padisema, padiseda, padiseb, padisetakse, padisege, padises, padisenud, padisetud
pagema, pageda, pageb, pagetakse, pagege, pages, pagenud, pagetud
pagendama, pagendada, pagendab, pagendatakse, pagendage, pagendas, pagendanud, pagendatud
pahandama, pahandada, pahandab, pahandatakse, pahandage, pahandas, pahandanud, pahandatud
pahanema, pahaneda, pahaneb, pahanetakse, pahanege, pahanes, pahanenud, pahanetud
pahatsema, pahatseda, pahatseb, pahatsetakse, pahatsege, pahatses, pahatsenud, pahatsetud
pahenema, paheneda, paheneb, pahenetakse, pahenege, pahenes, pahenenud, pahenetud
pahisema, pahiseda, pahiseb, pahisetakse, pahisege, pahises, pahisenud, pahisetud
pahmima, pahmida, pahmib, pahmitakse, pahmige, pahmis, pahminud, pahmitud
pahtuma, pahtuda, pahtub, pahtutakse, pahtuge, pahtus, pahtunud, pahtutud
pahurdama, pahurdada, pahurdab, pahurdatakse, pahurdage, pahurdas, pahurdanud, pahurdatud
pahutsema, pahutseda, pahutseb, pahutsetakse, pahutsege, pahutses, pahutsenud, pahutsetud
pahvama, pahvata, pahvab, pahvatakse, pahvake, pahvas, pahvanud, pahvatud
pahvatama, pahvatada, pahvatab, pahvatatakse, pahvatage, pahvatas, pahvatanud, pahvatatud
paigaldama, paigaldada, paigaldab, paigaldatakse, paigaldage, paigaldas, paigaldanud, paigaldatud
paigustuma, paigustuda, paigustub, paigustutakse, paigustuge, paigustus, paigustunud, paigustutud
paigutama, paigutada, paigutab, paigutatakse, paigutage, paigutas, paigutanud, paigutatud
paigutuma, paigutuda, paigutub, paigututakse, paigutuge, paigutus, paigutunud, paigututud
paiknema, paikneda, paikneb, paiknetakse, paiknege, paiknes, paiknenud, paiknetud
painama, painata, painab, painatakse, painake, painas, painanud, painatud
painduma, painduda, paindub, paindutakse, painduge, paindus, paindunud, paindutud
painutama, painutada, painutab, painutatakse, painutage, painutas, painutanud, painutatud
paiskama, paisata, paiskab, paisatakse, paisake, paiskas, paisanud, paisatud
paiskuma, paiskuda, paiskub, paiskutakse, paiskuge, paiskus, paiskunud, paiskutud
paistma, paista, paistab, paistetakse, paistke, paistis, paistnud, paistetud
paistetama, paistetada, paistetab, paistetatakse, paistetage, paistetas, paistetanud, paistetatud
paistetuma, paistetuda, paistetub, paistetutakse, paistetuge, paistetus, paistetunud, paistetutud
paisuma, paisuda, paisub, paisutakse, paisuge, paisus, paisunud, paisutud
paitama, paitada, paitab, paitatakse, paitage, paitas, paitanud, paitatud
pajatama, pajatada, pajatab, pajatatakse, pajatage, pajatas, pajatanud, pajatatud
pakahtama, pakahtada, pakahtab, pakahtatakse, pakahtage, pakahtas, pakahtanud, pakahtatud
pakatama, pakatada, pakatab, pakatatakse, pakatage, pakatas, pakatanud, pakatatud
pakitama, pakitada, pakitab, pakitatakse, pakitage, pakitas, pakitanud, pakitatud
pakitsema, pakitseda, pakitseb, pakitsetakse, pakitsege, pakitses, pakitsenud, pakitsetud
pakkima, pakkida, pakib, pakitakse, pakkige, pakkis, pakkinud, pakitud
pakkuma, pakkuda, pakub, pakutakse, pakkuge, pakkus, pakkunud, pakutud
paksenema, pakseneda, pakseneb, paksenetakse, paksenege, paksenes, paksenenud, paksenetud
paksustuma, paksustuda, paksustub, paksustutakse, paksustuge, paksustus, paksustunud, paksustutud
palama, palada, palab, palatakse, palage, palas, palanud, palatud
palavnema, palavneda, palavneb, palavnetakse, palavnege, palavnes, palavnenud, palavnetud
palistuma, palistuda, palistub, palistutakse, palistuge, palistus, palistunud, palistutud
paljanema, paljaneda, paljaneb, paljanetakse, paljanege, paljanes, paljanenud, paljanetud
paljastama, paljastada, paljastab, paljastatakse, paljastage, paljastas, paljastanud, paljastatud
paljastuma, paljastuda, paljastub, paljastutakse, paljastuge, paljastus, paljastunud, paljastutud
paljunema, paljuneda, paljuneb, paljunetakse, paljunege, paljunes, paljunenud, paljunetud
palkama, palgata, palkab, palgatakse, palgake, palkas, palganud, palgatud
palmima, palmida, palmib, palmitakse, palmige, palmis, palminud, palmitud
palmuma, palmuda, palmub, palmutakse, palmuge, palmus, palmunud, palmutud
paluma, paluda, palub, palutakse, paluge, palus, palunud, palutud
palvetama, palvetada, palvetab, palvetatakse, palvetage, palvetas, palvetanud, palvetatud
palvlema, palvelda, palvleb, palveldakse, palvelge, palvles, palvelnud, palveldud
pandituma, pandituda, panditub, panditutakse, pandituge, panditus, panditunud, panditutud
panema, panna, paneb, pannakse, pange, pani, pannud, pandud
panetuma, panetuda, panetub, panetutakse, panetuge, panetus, panetunud, panetutud
pankuma, pankuda, pankub, pankutakse, pankuge, pankus, pankunud, pankutud
pantima, pantida, pandib, panditakse, pantige, pantis, pantinud, panditud
pantsatama, pantsatada, pantsatab, pantsatatakse, pantsatage, pantsatas, pantsatanud, pantsatatud
paosklema, paoselda, paoskleb, paoseldakse, paoselge, paoskles, paoselnud, paoseldud
paotuma, paotuda, paotub, paotutakse, paotuge, paotus, paotunud, paotutud
paranema, paraneda, paraneb, paranetakse, paranege, paranes, paranenud, paranetud
parasiteerima, parasiteerida, parasiteerib, parasiteeritakse, parasiteerige, parasiteeris, parasiteerinud, parasiteeritud
parenema, pareneda, pareneb, parenetakse, parenege, parenes, parenenud, parenetud
parkima, parkida, pargib, pargitakse, parkige, parkis, parkinud, pargitud
parkuma, parkuda, parkub, parkutakse, parkuge, parkus, parkunud, parkutud
